"","M5_SizeInteraction"
"","b/t"
"npr",".6997373"
"","1.789384"
"size",".0805638***"
"","17.41943"
"c.npr#c.size","-.0600896**"
"","-3.548721"
"size","0"
"","."
"tang",".0803251**"
"","3.568665"
"growth",".0223844*"
"","2.595921"
"ndts",".5449276*"
"","2.766115"
"_cons","-1.39103***"
"","-13.2629"
"N","38358"
